code;Campagne;Year;NOSTA;mois;strate;sous_strate;chalut;surfacebalayee;Lat;Lon;depth;valide;risk;HAB_TYPE;MSFD_BH17;hab_video
IBTS_2014_S0008;IBTS;2014;S0008;1;2.70E+10;;36/47;0.064886657;49.44639155;-0.1959693;33;V;26.13971138;A5.27;Offshore circalittoral sand;
IBTS_2014_S0009;IBTS;2014;S0009;1;28F0;;36/47;0.063410349;49.63427525;0.0736787;25;V;16.28079033;A5.14;Circalittoral coarse sediment;
IBTS_2014_S0013;IBTS;2014;S0013;1;28F0;;36/47;0.059397416;49.87447208;0.404504583;32;V;2.720679283;A5.14;Circalittoral coarse sediment;
IBTS_2014_S0014;IBTS;2014;S0014;1;28F0;;36/47;0.068063143;49.980772;0.79841925;33;V;1.985378623;A5.14;Circalittoral coarse sediment;
IBTS_2014_S0015;IBTS;2014;S0015;1;29F1;;36/47;0.066636617;50.00213165;1.13646345;18;V;6.969306946;A5.13;Infralittoral coarse sediment;
IBTS_2014_S0021;IBTS;2014;S0021;1;29F1;;36/47;0.067039828;50.45966985;1.4346386;28;V;4.534770489;A5.14;Circalittoral coarse sediment;
IBTS_2014_S0022;IBTS;2014;S0022;1;30F1;;36/47;0.060157111;50.58143865;1.51634995;30;V;8.523042679;A5.25 or A5.26;Circalittoral sand;
IBTS_2014_S0023;IBTS;2014;S0023;1;30F1;;36/47;0.018598272;50.93201845;1.6459542;26;V;5.258523464;A5.14;Circalittoral coarse sediment;
IBTS_2014_S0027;IBTS;2014;S0027;1;31F1;;36/47;0.063375151;51.26069485;1.7172118;43;V;10.61431217;A5.15;Offshore circalittoral coarse sediment;
IBTS_2014_S0028;IBTS;2014;S0028;1;31F1;;36/47;0.060965499;51.04715485;1.203077;29;V;0.039600272;A5.14;Circalittoral coarse sediment;
IBTS_2014_S0029;IBTS;2014;S0029;1;30F0;;36/47;0.065640919;50.87074695;0.89803495;33;V;1.159849763;A5.25 or A5.26;Circalittoral sand;
IBTS_2014_S0033;IBTS;2014;S0033;1;30F0;;36/47;0.065886504;50.6250959;0.1172045;50;V;9.376107216;A5.15;Offshore circalittoral coarse sediment;
IBTS_2014_S0034;IBTS;2014;S0034;1;3.00E+10;;36/47;0.066500144;50.55531167;-0.143144483;68;V;16.44027901;A5.15;Offshore circalittoral coarse sediment;
IBTS_2014_S0035;IBTS;2014;S0035;1;29F0;;36/47;0.065970219;50.35766145;0.04919645;55;V;35.66025925;A5.15;Offshore circalittoral coarse sediment;Cailloutis
IBTS_2014_S0039;IBTS;2014;S0039;1;29F0;;36/47;0.067207338;50.30345375;0.4300327;44;V;32.43107986;A5.15;Offshore circalittoral coarse sediment;Cailloutis
IBTS_2014_S0040;IBTS;2014;S0040;1;29F0;;36/47;0.065043722;50.3789982;0.76180265;43;V;65.7592926;A5.15;Offshore circalittoral coarse sediment;Sable
IBTS_2014_S0041;IBTS;2014;S0041;1;30F0;;36/47;0.068299799;50.5627403;0.70002015;47;V;72.34130096;A5.15;Offshore circalittoral coarse sediment;Mix_sed
IBTS_2014_S0046;IBTS;2014;S0046;1;30F1;;36/47;0.061691362;50.8511161;1.33793325;29;V;11.65074253;A5.14;Circalittoral coarse sediment;
IBTS_2014_S0050;IBTS;2014;S0050;1;33F1;;36/47;0.062812183;52.09115305;1.9356463;28;V;0.797752321;A5.15;Offshore circalittoral coarse sediment;
IBTS_2014_S0051;IBTS;2014;S0051;1;33F2;;36/47;0.066166052;52.3357901;2.06269165;39;V;2.419919491;A5.15;Offshore circalittoral coarse sediment;
IBTS_2014_S0052;IBTS;2014;S0052;1;34F1;;36/47;0.063499047;52.5073713;1.9185197;31;V;0;A5.15;Offshore circalittoral coarse sediment;
IBTS_2014_S0053;IBTS;2014;S0053;1;34F2;;36/47;0.06729824;52.67327633;2.326823667;50;V;11.9773159;A5.37;Offshore circalittoral mud;
IBTS_2014_S0057;IBTS;2014;S0057;1;36F3;;36/47;0.066997542;53.9025312;3.9258898;41;V;1.493763089;A5.27;Offshore circalittoral sand;
IBTS_2014_S0058;IBTS;2014;S0058;1;37F3;;36/47;0.067964356;54.0645594;3.82485735;49;V;0.964374721;A5.37;Offshore circalittoral mud;
IBTS_2014_S0059;IBTS;2014;S0059;1;37F4;;36/47;0.06424517;54.0760122;4.14755845;49;V;1.442877889;A5.37;Offshore circalittoral mud;
IBTS_2014_S0064;IBTS;2014;S0064;1;38F2;;36/47;0.070626013;54.667524;2.6892015;20;V;2.142335176;A5.13;Infralittoral coarse sediment;
IBTS_2014_S0065;IBTS;2014;S0065;1;37F2;;36/47;0.068602767;54.30085185;2.21223;35;V;3.481621504;A5.25 or A5.26;Circalittoral sand;
IBTS_2014_S0066;IBTS;2014;S0066;1;37F1;;36/47;0.064786267;54.4208177;1.536083;57;V;0.872332931;A5.27;Offshore circalittoral sand;
IBTS_2014_S0070;IBTS;2014;S0070;1;39F0;;36/47;0.063545811;55.10294165;0.7124837;80;V;0.220501736;A5.27;Offshore circalittoral sand;
IBTS_2014_S0071;IBTS;2014;S0071;1;38F0;;36/47;0.063926091;54.71528745;0.70863155;78;V;0.400480151;A5.27;Offshore circalittoral sand;
IBTS_2014_S0072;IBTS;2014;S0072;1;38F1;;36/47;0.062513562;54.8031428;1.27325475;38;V;0.260283291;A5.25 or A5.26;Circalittoral sand;
IBTS_2014_S0073;IBTS;2014;S0073;1;3.90E+10;;36/47;0.065263055;55.37762595;-0.35050255;69;V;0.25723967;A5.27;Offshore circalittoral sand;
IBTS_2014_S0074;IBTS;2014;S0074;1;4.00E+10;;36/47;0.0646834;55.56450767;-0.81743075;99;V;0.125255942;A5.27;Offshore circalittoral sand;
IBTS_2014_S0075;IBTS;2014;S0075;1;3.90E+09;;36/47;0.062573716;55.39492535;-1.1459422;93;V;9.658449173;A5.27;Offshore circalittoral sand;
IBTS_2014_S0079;IBTS;2014;S0079;1;4.00E+09;;36/47;0.065313813;55.8687072;-1.29668495;89;V;0;A5.15;Offshore circalittoral coarse sediment;
IBTS_2014_S0080;IBTS;2014;S0080;1;4.10E+09;;36/47;0.061213659;56.2210262;-1.4962555;63;V;0;A5.27;Offshore circalittoral sand;
IBTS_2014_S0081;IBTS;2014;S0081;1;4.10E+08;;36/47;0.064462671;56.137045;-2.28793995;63;V;10.33604717;A5.37;Offshore circalittoral mud;
IBTS_2014_S0085;IBTS;2014;S0085;1;3.80E+10;;36/47;0.06640721;54.91355995;-0.2209682;85;V;1.859604955;A5.27;Offshore circalittoral sand;
IBTS_2014_S0086;IBTS;2014;S0086;1;37F0;;36/47;0.066664406;54.43408615;0.30954175;68;V;0.657723844;A5.27;Offshore circalittoral sand;
IBTS_2014_S0087;IBTS;2014;S0087;1;37F0;;36/47;0.067567736;54.1946374;0.2375083;60;V;1.168285131;A5.15;Offshore circalittoral coarse sediment;
IBTS_2014_S0090;IBTS;2014;S0090;1;36F0;;36/47;0.066056385;53.83318375;0.90034915;40;V;0.001086628;A5.15;Offshore circalittoral coarse sediment;
IBTS_2014_S0091;IBTS;2014;S0091;1;35F0;;36/47;0.063391001;53.48407742;0.673976417;90;V;7.076094151;A5.45;Offshore circalittoral mixed sediment;
IBTS_2014_S0092;IBTS;2014;S0092;1;35F1;;36/47;0.058699325;53.437763;1.068046417;45;V;0;A5.27;Offshore circalittoral sand;
IBTS_2014_S0096;IBTS;2014;S0096;1;34F3;;36/47;0.065272753;52.69972895;3.4079942;30;V;1.663502097;A5.25 or A5.26;Circalittoral sand;
IBTS_2014_S0097;IBTS;2014;S0097;2;32F3;;36/47;0.051385182;51.82740955;3.6527996;26;V;2.869817495;A5.25 or A5.26;Circalittoral sand;
IBTS_2014_S0098;IBTS;2014;S0098;2;35F4;;36/47;0.064389597;53.23958795;4.2057077;31;V;3.556936979;A5.25 or A5.26;Circalittoral sand;
IBTS_2014_S0099;IBTS;2014;S0099;2;34F4;;36/47;0.070929417;52.8274687;4.08207055;28;V;6.937635899;A5.27;Offshore circalittoral sand;
IBTS_2014_S0100;IBTS;2014;S0100;2;34F3;;36/47;0.066431896;52.80922665;3.92073035;28;V;2.953672409;A5.25 or A5.26;Circalittoral sand;
IBTS_2014_S0105;IBTS;2014;S0105;2;36F5;;36/47;0.067862919;53.8131092;5.9255572;32;V;1.397654295;A5.25 or A5.26;Circalittoral sand;
IBTS_2014_S0106;IBTS;2014;S0106;2;36F6;;36/47;0.061038557;53.86028827;6.175295633;31;V;4.979351997;A5.25 or A5.26;Circalittoral sand;
IBTS_2014_S0107;IBTS;2014;S0107;2;37F6;;36/47;0.064111566;54.23939545;6.0954508;40;V;2.446216822;A5.37;Offshore circalittoral mud;
IBTS_2014_S0108;IBTS;2014;S0108;2;37F5;;36/47;0.067451897;54.25485733;5.717300583;40;V;1.817375541;A5.37;Offshore circalittoral mud;
IBTS_2014_S0113;IBTS;2014;S0113;2;38F6;;36/47;0.065035063;54.75235518;6.485510683;41;V;0.995411694;A5.37;Offshore circalittoral mud;
IBTS_2014_S0114;IBTS;2014;S0114;2;39F6;;36/47;0.064458911;55.1434878;6.53161415;42;V;0.703891635;A5.27;Offshore circalittoral sand;
IBTS_2014_S0115;IBTS;2014;S0115;2;39F7;;36/47;0.066432731;55.27960937;7.385223533;26;V;0.705016911;A5.14;Circalittoral coarse sediment;
IBTS_2014_S0118;IBTS;2014;S0118;2;38F8;;36/47;0.065332736;54.95540208;8.100719917;14;V;1.716456532;A5.25 or A5.26;Circalittoral sand;
IBTS_2014_S0119;IBTS;2014;S0119;2;38F7;;36/47;0.063552077;54.8528037;7.6180572;20;V;1.502074242;A5.14;Circalittoral coarse sediment;
IBTS_2014_S0120;IBTS;2014;S0120;2;38F7;;36/47;0.064072225;54.60428375;7.48113235;25;V;1.779236317;A5.25 or A5.26;Circalittoral sand;
IBTS_2014_S0121;IBTS;2014;S0121;2;38F7;;36/47;0.066427434;54.8229619;7.39681;26;V;0.511147738;A5.14;Circalittoral coarse sediment;
IBTS_2014_S0126;IBTS;2014;S0126;2;36F7;;36/47;0.063670972;53.93566225;7.43726615;27;V;2.103465557;A5.25 or A5.26;Circalittoral sand;
IBTS_2014_S0127;IBTS;2014;S0127;2;37F7;;36/47;0.063800942;54.02557258;7.786645417;37;V;0.765078306;A5.37;Offshore circalittoral mud;
IBTS_2014_S0128;IBTS;2014;S0128;2;37F8;;36/47;0.065620257;54.3038196;8.08042865;19;V;1.55676949;A5.25 or A5.26;Circalittoral sand;
IBTS_2014_S0129;IBTS;2014;S0129;2;37F7;;36/47;0.063617432;54.27318205;7.6208655;42;V;2.657593012;A5.27;Offshore circalittoral sand;
IBTS_2014_S0133;IBTS;2014;S0133;2;38F5;;36/47;0.067916835;54.76583825;5.58754375;45;V;0.954426885;A5.27;Offshore circalittoral sand;
IBTS_2014_S0134;IBTS;2014;S0134;2;39F5;;36/47;0.062800451;55.10248867;5.192914583;42;V;0.650434554;A5.37;Offshore circalittoral mud;
IBTS_2014_S0135;IBTS;2014;S0135;2;39F4;;36/47;0.066230173;55.04775642;4.85870375;43;V;1.026058078;A5.27;Offshore circalittoral sand;
IBTS_2014_S0139;IBTS;2014;S0139;2;38F4;;36/47;0.068081532;54.7819291;4.4915336;49;V;1.61515379;A5.37;Offshore circalittoral mud;
IBTS_2014_S0140;IBTS;2014;S0140;2;38F3;;36/47;0.064886912;54.81221265;3.93571635;49;V;1.090872049;A5.27;Offshore circalittoral sand;
IBTS_2014_S0141;IBTS;2014;S0141;2;39F3;;36/47;0.064614987;55.24872783;3.473224;29;V;2.122185946;A5.25 or A5.26;Circalittoral sand;
IBTS_2014_S0142;IBTS;2014;S0142;2;36F4;;36/47;0.077602078;53.8697615;4.704099833;42;V;12.6172533;A5.37;Offshore circalittoral mud;
IBTS_2014_S0144;IBTS;2014;S0144;2;33F4;;36/47;0.065207532;52.2725049;4.16225275;21;V;4.157608509;A5.25 or A5.26;Circalittoral sand;
IBTS_2014_S0145;IBTS;2014;S0145;2;33F3;;36/47;0.064830493;52.25911265;3.89676325;26;V;2.5023036;A5.25 or A5.26;Circalittoral sand;
IBTS_2014_S0146;IBTS;2014;S0146;2;33F3;;36/47;0.066899446;52.46701215;3.9049076;27;V;1.643083453;A5.25 or A5.26;Circalittoral sand;
IBTS_2014_S0152;IBTS;2014;S0152;2;31F2;;36/47;0.065905654;51.31682495;2.064688;41;V;7.060739517;A5.15;Offshore circalittoral coarse sediment;
IBTS_2014_S0153;IBTS;2014;S0153;2;32F1;;36/47;0.068455978;51.54294095;1.75618135;43;V;9.508690834;A5.15;Offshore circalittoral coarse sediment;
IBTS_2014_S0154;IBTS;2014;S0154;2;32F2;;36/47;0.070477658;51.68375345;2.15179295;49;V;16.50750732;A5.15;Offshore circalittoral coarse sediment;
IBTS_2014_S0155;IBTS;2014;S0155;2;32F2;;36/47;0.06747822;51.63344215;2.5507758;41;V;3.786229134;A5.15;Offshore circalittoral coarse sediment;
IBTS_2014_S0159;IBTS;2014;S0159;2;35F1;;36/47;0.067828323;53.21372875;1.81472085;37;V;0.219134241;A5.27;Offshore circalittoral sand;
IBTS_2014_S0160;IBTS;2014;S0160;2;36F2;;36/47;0.066898862;53.58368598;2.183885683;21;V;0.109561183;A5.25 or A5.26;Circalittoral sand;
IBTS_2014_S0161;IBTS;2014;S0161;2;36F1;;36/47;0.067358062;53.6462852;1.55056165;86;V;0.993788421;A5.27;Offshore circalittoral sand;
IBTS_2014_S0162;IBTS;2014;S0162;2;35F2;;36/47;0.058586865;53.16996375;2.23686305;43;V;0.701376438;A5.27;Offshore circalittoral sand;
IBTS_2014_S0163;IBTS;2014;S0163;2;35F2;;36/47;0.063799727;53.3722179;2.68354335;31;V;1.500179291;A5.27;Offshore circalittoral sand;
IBTS_2014_S0164;IBTS;2014;S0164;2;35F3;;36/47;0.065277948;53.2243467;3.42913195;35;V;4.340682983;A5.27;Offshore circalittoral sand;
IBTS_2015_T0003;IBTS;2015;T0003;1;2.80E+09;NA;36/47;0.899072;49.8184;-1.1024;42;V;6.459017754;A5.15;Offshore circalittoral coarse sediment;
IBTS_2015_T0004;IBTS;2015;T0004;1;2.80E+10;NA;36/47;0.332593;49.9034;-0.1251;41;V;6.379608154;A5.15;Offshore circalittoral coarse sediment;
IBTS_2015_T0005;IBTS;2015;T0005;1;28F0;NA;36/47;0.05436;49.6014;0.0832;37;V;16.28079033;A5.14;Circalittoral coarse sediment;
IBTS_2015_T0007;IBTS;2015;T0007;1;2.70E+10;NA;36/47;0.05157;49.4538;-0.1682;32;V;14.05034542;A5.27;Offshore circalittoral sand;
IBTS_2015_T0013;IBTS;2015;T0013;1;2.80E+10;NA;36/47;0.624011;49.5847;-0.9554;33;V;2.98370862;A5.15;Offshore circalittoral coarse sediment;
IBTS_2015_T0014;IBTS;2015;T0014;1;2.80E+10;NA;36/47;0.709632;49.4629;-0.6695;25;V;11.72200298;A5.15;Offshore circalittoral coarse sediment;
IBTS_2015_T0015;IBTS;2015;T0015;1;2.80E+10;NA;36/47;0.648784;49.6573;-0.6767;39;V;3.719481707;A5.15;Offshore circalittoral coarse sediment;
IBTS_2015_T0016;IBTS;2015;T0016;1;2.80E+10;NA;36/47;0.061344;49.6529;-0.19;36;V;2.610235214;A5.37;Offshore circalittoral mud;
IBTS_2015_T0017;IBTS;2015;T0017;1;28F0;NA;36/47;0.913408;49.8686;0.3669;30;V;3.686563253;A5.14;Circalittoral coarse sediment;
IBTS_2015_T0018;IBTS;2015;T0018;1;29F0;NA;36/47;0.459885;50.0856;0.6849;33;V;16.35386086;A5.14;Circalittoral coarse sediment;
IBTS_2015_T0019;IBTS;2015;T0019;1;29F1;NA;36/47;0.096122;50.1974;1.1759;23;V;5.27197504;A5.14;Circalittoral coarse sediment;
IBTS_2015_T0020;IBTS;2015;T0020;1;29F0;NA;36/47;0.810208;50.2945;0.3913;48;V;23.11531639;A5.15;Offshore circalittoral coarse sediment;
IBTS_2015_T0021;IBTS;2015;T0021;1;29F0;NA;36/47;0.056784;50.3736;0.7307;40;V;62.45752335;A5.15;Offshore circalittoral coarse sediment;
IBTS_2015_T0022;IBTS;2015;T0022;1;29F1;NA;36/47;0.05007;50.4219;1.3469;27;V;3.234597921;A5.14;Circalittoral coarse sediment;
IBTS_2015_T0023;IBTS;2015;T0023;1;30F1;NA;36/47;0.051225;50.5698;1.5128;23;V;8.523042679;A5.25 or A5.26;Circalittoral sand;
IBTS_2015_T0029;IBTS;2015;T0029;1;30F1;NA;36/47;0.507005;50.8651;1.3475;32;V;11.65074253;A5.14;Circalittoral coarse sediment;
IBTS_2015_T0030;IBTS;2015;T0030;1;31F1;NA;36/47;0.579117;51.0516;1.2321;23;V;0;A5.14;Circalittoral coarse sediment;
IBTS_2015_T0031;IBTS;2015;T0031;1;30F0;NA;36/47;0.06009;50.8756;0.9199;27;V;0.695392847;A5.14;Circalittoral coarse sediment;
IBTS_2015_T0037;IBTS;2015;T0037;1;30F0;NA;36/47;0.062747;50.562;0.7284;46;V;72.34130096;A5.15;Offshore circalittoral coarse sediment;
IBTS_2015_T0038;IBTS;2015;T0038;1;30F1;NA;36/47;0.067864;50.6606;1.0021;47;V;9.408682823;A5.27;Offshore circalittoral sand;
IBTS_2015_T0039;IBTS;2015;T0039;1;30F1;NA;36/47;0.77301;50.9368;1.6512;24;V;1.050345898;A5.14;Circalittoral coarse sediment;
IBTS_2015_T0044;IBTS;2015;T0044;1;31F1;NA;36/47;0.610569;51.2586;1.7161;43;V;10.61431217;A5.15;Offshore circalittoral coarse sediment;
IBTS_2015_T0045;IBTS;2015;T0045;1;31F2;NA;36/47;0.7869;51.3118;2.0562;41;V;7.060739517;A5.15;Offshore circalittoral coarse sediment;
IBTS_2015_T0046;IBTS;2015;T0046;1;32F1;NA;36/47;0.072743;51.5284;1.7576;41;V;9.508690834;A5.15;Offshore circalittoral coarse sediment;
IBTS_2015_T0047;IBTS;2015;T0047;1;32F2;NA;36/47;0.89622;51.6575;2.1584;47;V;16.50750732;A5.15;Offshore circalittoral coarse sediment;
IBTS_2015_T0053;IBTS;2015;T0053;1;33F1;NA;36/47;0.362943;52.0629;1.9205;28;V;0.797752321;A5.15;Offshore circalittoral coarse sediment;
IBTS_2015_T0054;IBTS;2015;T0054;1;33F2;NA;36/47;0.243309;52.3139;2.0587;39;V;2.419919491;A5.15;Offshore circalittoral coarse sediment;
IBTS_2015_T0055;IBTS;2015;T0055;1;34F1;NA;36/47;1.112904;52.4979;1.9093;30;V;0.2704449;A5.15;Offshore circalittoral coarse sediment;
IBTS_2015_T0056;IBTS;2015;T0056;1;34F2;NA;36/47;0.078761;52.667;2.3295;29;V;11.9773159;A5.37;Offshore circalittoral mud;
IBTS_2015_T0061;IBTS;2015;T0061;1;36F3;NA;36/47;0.055185;53.879;3.8944;41;V;2.991625786;A5.27;Offshore circalittoral sand;
IBTS_2015_T0062;IBTS;2015;T0062;1;37F3;NA;36/47;0.0388;54.0444;3.8268;48;V;1.132673502;A5.37;Offshore circalittoral mud;
IBTS_2015_T0063;IBTS;2015;T0063;1;37F4;NA;36/47;0.0576;54.0727;4.1418;48;V;1.442877889;A5.37;Offshore circalittoral mud;
IBTS_2015_T0064;IBTS;2015;T0064;1;36F4;NA;36/47;0.053655;53.7916;4.4893;40;V;10.12606335;A5.37;Offshore circalittoral mud;
IBTS_2015_T0070;IBTS;2015;T0070;1;38F7;NA;36/47;0.049826;54.858;7.1999;26;V;0.313237369;A5.25 or A5.26;Circalittoral sand;
IBTS_2015_T0071;IBTS;2015;T0071;1;39F7;NA;36/47;0.047642;55.2615;7.386;24;V;0.705016911;A5.14;Circalittoral coarse sediment;
IBTS_2015_T0072;IBTS;2015;T0072;1;38F8;NA;36/47;0.042211;54.9679;8.1191;24;V;1.716456532;A5.25 or A5.26;Circalittoral sand;
IBTS_2015_T0077;IBTS;2015;T0077;1;37F8;NA;36/47;0.43428;54.31;8.0985;16;V;1.55676949;A5.25 or A5.26;Circalittoral sand;
IBTS_2015_T0078;IBTS;2015;T0078;1;37F7;NA;36/47;0.048945;54.2706;7.629;40;V;2.657593012;A5.27;Offshore circalittoral sand;
IBTS_2015_T0079;IBTS;2015;T0079;1;37F7;NA;36/47;0.054832;54.0427;7.8235;38;V;1.059613347;A5.37;Offshore circalittoral mud;
IBTS_2015_T0080;IBTS;2015;T0080;1;36F7;NA;36/47;0.05685;53.9499;7.4802;27;V;2.81814456;A5.25 or A5.26;Circalittoral sand;
IBTS_2015_T0085;IBTS;2015;T0085;1;37F5;NA;36/47;0.056496;54.252;5.761;39;V;1.796099186;A5.37;Offshore circalittoral mud;
IBTS_2015_T0086;IBTS;2015;T0086;1;37F6;NA;36/47;0.064432;54.2326;6.0584;39;V;2.446216822;A5.27;Offshore circalittoral sand;
IBTS_2015_T0087;IBTS;2015;T0087;1;36F6;NA;36/47;0.05319;53.8573;6.2093;30;V;4.277601242;A5.25 or A5.26;Circalittoral sand;
IBTS_2015_T0088;IBTS;2015;T0088;1;36F5;NA;36/47;0.05727;53.8107;5.9533;31;V;1.729370594;A5.25 or A5.26;Circalittoral sand;
IBTS_2015_T0095;IBTS;2015;T0095;1;33F3;NA;36/47;0.067697;52.4507;3.9253;26;V;1.643083453;A5.27;Offshore circalittoral sand;
IBTS_2015_T0096;IBTS;2015;T0096;1;33F4;NA;36/47;0.122727;52.2798;4.1378;20;V;5.960134029;A5.25 or A5.26;Circalittoral sand;
IBTS_2015_T0097;IBTS;2015;T0097;1;33F3;NA;36/47;0.133912;52.2053;3.6419;28;V;1.923558831;A5.27;Offshore circalittoral sand;
IBTS_2015_T0098;IBTS;2015;T0098;1;32F3;NA;36/47;0.223176;51.8303;3.6619;23;V;2.869817495;A5.25 or A5.26;Circalittoral sand;
IBTS_2015_T0103;IBTS;2015;T0103;1;34F3;NA;36/47;0.073797;52.6644;3.4009;29;V;1.663502097;A5.27;Offshore circalittoral sand;
IBTS_2015_T0104;IBTS;2015;T0104;1;34F4;NA;36/47;0.096558;52.8212;4.0728;28;V;6.937635899;A5.27;Offshore circalittoral sand;
IBTS_2015_T0105;IBTS;2015;T0105;1;35F4;NA;36/47;0.06821;53.2196;4.218;30;V;3.556936979;A5.25 or A5.26;Circalittoral sand;
IBTS_2015_T0106;IBTS;2015;T0106;1;38F4;NA;36/47;0.060758;54.8081;4.507;47;V;1.768110037;A5.37;Offshore circalittoral mud;
IBTS_2015_T0107;IBTS;2015;T0107;1;39F4;NA;36/47;0.057488;55.0381;4.8774;41;V;1.026058078;A5.27;Offshore circalittoral sand;
IBTS_2015_T0108;IBTS;2015;T0108;1;39F5;NA;36/47;0.055264;55.1297;5.1659;41;V;0.650434554;A5.37;Offshore circalittoral mud;
IBTS_2015_T0109;IBTS;2015;T0109;1;38F5;NA;36/47;0.060896;54.912;5.393;42;V;0.501966119;A5.27;Offshore circalittoral sand;
IBTS_2015_T0114;IBTS;2015;T0114;1;37F6;NA;36/47;0.056336;54.6556;6.8963;39;V;0.802489758;A5.27;Offshore circalittoral sand;
IBTS_2015_T0115;IBTS;2015;T0115;1;38F6;NA;36/47;0.059744;54.7412;6.5109;41;V;1.708941817;A5.37;Offshore circalittoral mud;
IBTS_2015_T0116;IBTS;2015;T0116;1;38F6;NA;36/47;0.288522;54.8974;6.7774;35;V;0.004465179;A5.15;Offshore circalittoral coarse sediment;
IBTS_2015_T0117;IBTS;2015;T0117;1;39F6;NA;36/47;0.061104;55.1326;6.5395;41;V;0.703891635;A5.27;Offshore circalittoral sand;
IBTS_2015_T0123;IBTS;2015;T0123;1;39F3;NA;36/47;0.106691;55.2423;3.4985;28;V;2.122185946;A5.25 or A5.26;Circalittoral sand;
IBTS_2015_T0124;IBTS;2015;T0124;1;38F3;NA;36/47;0.058464;54.7667;3.3344;41;V;0.996386409;A5.27;Offshore circalittoral sand;
IBTS_2015_T0125;IBTS;2015;T0125;1;38F2;NA;36/47;0.114555;54.6985;2.7146;15;V;1.584953547;A5.13;Infralittoral coarse sediment;
IBTS_2015_T0133;IBTS;2015;T0133;2;37F2;NA;36/47;0.222528;54.309;2.2212;33;V;3.481621504;A5.14;Circalittoral coarse sediment;
IBTS_2015_T0134;IBTS;2015;T0134;2;37F1;NA;36/47;0.154572;54.414;1.5683;54;V;1.186688066;A5.27;Offshore circalittoral sand;
IBTS_2015_T0137;IBTS;2015;T0137;2;36F1;NA;36/47;0.062096;53.9715;1.3036;40;V;0.883398831;A5.27;Offshore circalittoral sand;
IBTS_2015_T0138;IBTS;2015;T0138;2;36F0;NA;36/47;0.0962;53.8389;0.9333;40;V;0.001086628;A5.15;Offshore circalittoral coarse sediment;
IBTS_2015_T0139;IBTS;2015;T0139;2;35F0;NA;36/47;0.13993;53.4688;0.7556;21;V;0.007002953;A5.44;Circalittoral mixed sediment;
IBTS_2015_T0140;IBTS;2015;T0140;2;35F1;NA;36/47;0.05244;53.4289;1.0734;45;V;0;A5.15;Offshore circalittoral coarse sediment;
IBTS_2015_T0143;IBTS;2015;T0143;2;3.80E+10;NA;36/47;0.059993;54.9288;-0.2469;83;V;1.859604955;A5.27;Offshore circalittoral sand;
IBTS_2015_T0144;IBTS;2015;T0144;2;38F0;NA;36/47;0.064134;54.8002;0.3481;80;V;0.046145678;A5.27;Offshore circalittoral sand;
IBTS_2015_T0145;IBTS;2015;T0145;2;39F0;NA;36/47;0.062622;55.0893;0.6945;79;V;0.26013875;A5.27;Offshore circalittoral sand;
IBTS_2015_T0152;IBTS;2015;T0152;2;4.00E+09;NA;36/47;0.063288;55.6546;-1.1516;91;V;0.120871089;A5.27;Offshore circalittoral sand;
IBTS_2015_T0153;IBTS;2015;T0153;2;3.90E+09;NA;36/47;0.066888;55.4081;-1.1402;90;V;7.614209652;A5.27;Offshore circalittoral sand;
IBTS_2015_T0154;IBTS;2015;T0154;2;4.00E+10;NA;36/47;0.063792;55.5507;-0.8378;97;V;0.125255942;A5.27;Offshore circalittoral sand;
IBTS_2015_T0155;IBTS;2015;T0155;2;3.90E+10;NA;36/47;0.06966;55.3802;-0.409;68;V;0.372489095;A5.27;Offshore circalittoral sand;
IBTS_2015_T0160;IBTS;2015;T0160;2;3.80E+10;NA;36/47;0.062356;54.298;0.5338;63;V;1.379725814;A5.27;Offshore circalittoral sand;
IBTS_2015_T0161;IBTS;2015;T0161;2;38F0;NA;36/47;0.064944;54.7161;0.6759;74;V;0.34762153;A5.27;Offshore circalittoral sand;
IBTS_2015_T0162;IBTS;2015;T0162;2;39F0;NA;36/47;0.061792;54.8137;1.2563;38;V;0.260283291;A5.27;Offshore circalittoral sand;
IBTS_2015_T0168;IBTS;2015;T0168;2;36F2;NA;36/47;0.072252;53.6697;1.5401;88;V;0.844108939;A5.27;Offshore circalittoral sand;
IBTS_2015_T0169;IBTS;2015;T0169;2;36F2;NA;36/47;0.359575;53.5865;2.1721;18;V;0.109561183;A5.25 or A5.26;Circalittoral sand;
IBTS_2015_T0170;IBTS;2015;T0170;2;37F2;NA;36/47;0.061931;54.0637;2.341;69;V;8.998895645;A5.27;Offshore circalittoral sand;
IBTS_2015_T0176;IBTS;2015;T0176;2;35F1;NA;36/47;0.057205;53.1954;1.8441;37;V;0.890583575;A5.27;Offshore circalittoral sand;
IBTS_2015_T0177;IBTS;2015;T0177;2;35F2;NA;36/47;0.050944;53.1666;2.2403;42;V;0.701376438;A5.27;Offshore circalittoral sand;
IBTS_2015_T0178;IBTS;2015;T0178;2;35F3;NA;36/47;0.062352;53.3568;3.1817;27;V;1.399222732;A5.25 or A5.26;Circalittoral sand;
IBTS_2015_T0183;IBTS;2015;T0183;2;34F2;NA;36/47;0.076608;52.7432;2.6114;41;V;3.083150625;A5.27;Offshore circalittoral sand;
